"","region","site","lat","long","elev","canopy","MAT","MAP","species","temprange_pos","pptrange_pos"
"227","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"TOLMEN",-1.98972099853157,-0.730257781739841
"228","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"CARSTI",-1.49933809902039,0.232818276613897
"229","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"ABIGRA",-2.20881863560732,0.25115883076341
"230","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"PICSIT",-1.79924242424242,-0.40193617784152
"231","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"PINPON",-1.4021113243762,0.127774659386642
"232","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"MAHNER",-1.92866941015089,-0.524084172259508
"233","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"RUBURS",-2.30593607305936,-0.444924819221793
"234","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"SAMCER",-1.60240963855422,0.223107017008407
"235","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"SORSIT",-0.455039525691699,-0.621253047482682
"236","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"VACPAR",-1.92509762158324,-0.613026878670326
"237","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"ERILAN",-1,-0.147877430520207
"238","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"MAIDIL",-1.32914572864322,-0.505798425951394
"239","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"TOLMEN",-1.98972099853157,-0.731743555456504
"240","RP","RP-10-6",48.508847,-120.739843,1633,"open",2.5,1413,"CARSTI",-1.49933809902039,0.230290390874333
"241","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"ABIGRA",-1.60981697171381,-0.384542616592564
"242","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"PICSIT",-1.25378787878788,-0.70311939763356
"243","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"PINPON",-1.05662188099808,-0.300862376894422
"244","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"MAHNER",-1.43484224965706,-0.817708333333333
"245","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"RUBURS",-1.83626875407697,-0.766308298580556
"246","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"SAMCER",-1.16867469879518,-0.243028772786549
"247","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"SORSIT",-0.0993083003952564,-0.881304903061027
"248","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"VACPAR",-1.41391551295705,-0.870620524693724
"249","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"ERILAN",-0.716535433070866,-0.489931792731345
"250","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"MAIDIL",-0.876884422110553,-0.803927135923622
"251","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"TOLMEN",-1.46108663729809,-1.04375603595572
"252","RP","RP-11-1",48.582686,-120.621539,1111,"closed",4.3,993,"CARSTI",-1.11808313476304,-0.300565614434228
"253","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"ABIGRA",-1.60981697171381,-0.383029041717907
"254","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"PICSIT",-1.25378787878788,-0.702402294729294
"255","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"PINPON",-1.05662188099808,-0.299841812522324
"256","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"MAHNER",-1.43484224965706,-0.817009228187919
"257","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"RUBURS",-1.83626875407697,-0.765543099820178
"258","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"SAMCER",-1.16867469879518,-0.241918925667989
"259","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"SORSIT",-0.0993083003952564,-0.880685731976316
"260","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"VACPAR",-1.41391551295705,-0.870007206488907
"261","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"ERILAN",-0.716535433070866,-0.489117377583223
"262","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"MAIDIL",-0.876884422110553,-0.803217305661784
"263","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"TOLMEN",-1.46108663729809,-1.04301314909739
"264","RP","RP-11-2",48.582518,-120.621571,1108,"open",4.3,994,"CARSTI",-1.11808313476304,-0.299301671564445
"265","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"ABIGRA",-2.34193011647255,0.317756125248321
"266","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"PICSIT",-1.92045454545455,-0.370383650053783
"267","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"PINPON",-1.478886756238,0.172679491758944
"268","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"MAHNER",-2.03840877914952,-0.493323545861297
"269","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"RUBURS",-2.41030658838878,-0.41125607376516
"270","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"SAMCER",-1.69879518072289,0.271940290225022
"271","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"SORSIT",-0.534090909090909,-0.594009519755427
"272","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"VACPAR",-2.0386936457224,-0.586040877658351
"273","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"ERILAN",-1.06299212598425,-0.11204316400285
"274","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"MAIDIL",-1.42964824120603,-0.474565894430494
"275","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"TOLMEN",-2.1071953010279,-0.699056533689919
"276","RP","RP-12-5",48.505611,-120.743289,1811,"closed",2.1,1457,"CARSTI",-1.58406142441091,0.285903877144753
"277","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"ABIGRA",-2.34193011647255,0.317756125248321
"278","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"PICSIT",-1.92045454545455,-0.370383650053783
"279","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"PINPON",-1.478886756238,0.172679491758944
"280","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"MAHNER",-2.03840877914952,-0.493323545861297
"281","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"RUBURS",-2.41030658838878,-0.41125607376516
"282","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"SAMCER",-1.69879518072289,0.271940290225022
"283","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"SORSIT",-0.534090909090909,-0.594009519755427
"284","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"VACPAR",-2.0386936457224,-0.586040877658351
"285","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"ERILAN",-1.06299212598425,-0.11204316400285
"286","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"MAIDIL",-1.42964824120603,-0.474565894430494
"287","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"TOLMEN",-2.1071953010279,-0.699056533689919
"288","RP","RP-12-6",48.505659,-120.743486,1817,"open",2.1,1457,"CARSTI",-1.58406142441091,0.285903877144753
"289","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"ABIGRA",-2.40848585690516,0.33894617349352
"290","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"PICSIT",-1.98106060606061,-0.360344209394048
"291","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"PINPON",-1.51727447216891,0.186967392968313
"292","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"MAHNER",-2.09327846364883,-0.483536073825503
"293","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"RUBURS",-2.46249184605349,-0.400543291119868
"294","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"SAMCER",-1.74698795180723,0.287478149884853
"295","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"SORSIT",-0.573616600790514,-0.585341124569482
"296","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"VACPAR",-2.09549165779198,-0.577454422790905
"297","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"ERILAN",-1.09448818897638,-0.100641351929146
"298","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"MAIDIL",-1.47989949748744,-0.464628270764753
"299","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"TOLMEN",-2.16593245227606,-0.688656117673278
"300","RP","RP-13-5",48.50423,-120.745762,1897,"closed",1.9,1471,"CARSTI",-1.62642308710617,0.303599077321705
"301","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"ABIGRA",-2.40848585690516,0.337432598618863
"302","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"PICSIT",-1.98106060606061,-0.361061312298315
"303","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"PINPON",-1.51727447216891,0.185946828596215
"304","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"MAHNER",-2.09327846364883,-0.484235178970917
"305","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"RUBURS",-2.46249184605349,-0.401308489880246
"306","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"SAMCER",-1.74698795180723,0.286368302766294
"307","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"SORSIT",-0.573616600790514,-0.585960295654192
"308","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"VACPAR",-2.09549165779198,-0.578067740995722
"309","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"ERILAN",-1.09448818897638,-0.101455767077267
"310","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"MAIDIL",-1.47989949748744,-0.465338101026591
"311","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"TOLMEN",-2.16593245227606,-0.68939900453161
"312","RP","RP-13-6",48.504014,-120.745616,1879,"open",1.9,1470,"CARSTI",-1.62642308710617,0.302335134451923
"313","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"ABIGRA",-2.47504159733777,0.405543467978432
"314","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"PICSIT",-2.04166666666667,-0.32879168160631
"315","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"PINPON",-1.55566218809981,0.231872225340615
"316","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"MAHNER",-2.14814814814815,-0.452775447427293
"317","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"RUBURS",-2.5146771037182,-0.366874545663236
"318","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"SAMCER",-1.79518072289157,0.336311423101468
"319","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"SORSIT",-0.613142292490118,-0.558097596842227
"320","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"VACPAR",-2.15228966986155,-0.55046842177893
"321","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"ERILAN",-1.1259842519685,-0.0648070854117883
"322","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"MAIDIL",-1.53015075376884,-0.433395739243853
"323","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"TOLMEN",-2.22466960352423,-0.655969095906693
"324","RP","RP-14-5",48.501998,-120.753197,2028,"closed",1.7,1515,"CARSTI",-1.66878474980143,0.359212563592126
"325","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"ABIGRA",-2.47504159733777,0.408570617727746
"326","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"PICSIT",-2.04166666666667,-0.327357475797777
"327","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"PINPON",-1.55566218809981,0.23391335408481
"328","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"MAHNER",-2.14814814814815,-0.451377237136465
"329","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"RUBURS",-2.5146771037182,-0.36534414814248
"330","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"SAMCER",-1.79518072289157,0.338531117338587
"331","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"SORSIT",-0.613142292490118,-0.556859254672806
"332","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"VACPAR",-2.15228966986155,-0.549241785369294
"333","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"ERILAN",-1.1259842519685,-0.0631782551155448
"334","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"MAIDIL",-1.53015075376884,-0.431976078720175
"335","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"TOLMEN",-2.22466960352423,-0.65448332219003
"336","RP","RP-14-6",48.501869,-120.753236,2026,"open",1.7,1517,"CARSTI",-1.66878474980143,0.36174044933169
"337","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"ABIGRA",-2.30865224625624,0.31321540062435
"338","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"PICSIT",-1.89015151515151,-0.372534958766583
"339","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"PINPON",-1.45969289827255,0.169617798642651
"340","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"MAHNER",-2.01097393689986,-0.495420861297539
"341","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"RUBURS",-2.38421395955643,-0.413551670046295
"342","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"SAMCER",-1.67469879518072,0.268610748869343
"343","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"SORSIT",-0.514328063241106,-0.595867033009558
"344","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"VACPAR",-2.01029463968761,-0.587880832272804
"345","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"ERILAN",-1.04724409448819,-0.114486409447215
"346","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"MAIDIL",-1.40452261306533,-0.47669538521601
"347","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"TOLMEN",-2.07782672540382,-0.701285194264913
"348","RP","RP-15-1",48.527485,-120.649698,1720,"closed",2.2,1454,"CARSTI",-1.56288059306328,0.282112048535406
"349","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"ABIGRA",-2.30865224625624,0.311701825749693
"350","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"PICSIT",-1.89015151515151,-0.37325206167085
"351","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"PINPON",-1.45969289827255,0.168597234270553
"352","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"MAHNER",-2.01097393689986,-0.496119966442953
"353","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"RUBURS",-2.38421395955643,-0.414316868806673
"354","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"SAMCER",-1.67469879518072,0.267500901750784
"355","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"SORSIT",-0.514328063241106,-0.596486204094268
"356","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"VACPAR",-2.01029463968761,-0.588494150477622
"357","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"ERILAN",-1.04724409448819,-0.115300824595337
"358","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"MAIDIL",-1.40452261306533,-0.477405215477848
"359","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"TOLMEN",-2.07782672540382,-0.702028081123245
"360","RP","RP-15-2",48.527409,-120.649693,1723,"open",2.2,1453,"CARSTI",-1.56288059306328,0.280848105665624
"361","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"ABIGRA",-0.511647254575707,1.12146438369123
"362","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"PICSIT",-0.253787878787879,0.0103979921118681
"363","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"PINPON",-0.423224568138195,0.714599173342861
"364","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"MAHNER",-0.529492455418381,-0.122098713646532
"365","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"RUBURS",-0.975212002609263,-0.00493553200443819
"366","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"SAMCER",-0.373493975903614,0.861269110180073
"367","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"SORSIT",0.552865612648222,-0.265229673774234
"368","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"VACPAR",-0.476748313809017,-0.260368910900198
"369","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"ERILAN",-0.196850393700787,0.320411279649802
"370","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"MAIDIL",-0.0477386934673366,-0.0976460253941765
"371","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"TOLMEN",-0.491923641703378,-0.304583611915905
"372","MB","MB-1-1",48.848328,-121.903279,534,"closed",7.6,1988,"CARSTI",-0.419115700291236,0.957057540999147
"373","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"ABIGRA",-0.511647254575707,1.12297795856589
"374","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"PICSIT",-0.253787878787879,0.0111150950161348
"375","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"PINPON",-0.423224568138195,0.715619737714959
"376","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"MAHNER",-0.529492455418381,-0.121399608501118
"377","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"RUBURS",-0.975212002609263,-0.00417033324406018
"378","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"SAMCER",-0.373493975903614,0.862378957298632
"379","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"SORSIT",0.552865612648222,-0.264610502689524
"380","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"VACPAR",-0.476748313809017,-0.25975559269538
"381","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"ERILAN",-0.196850393700787,0.321225694797924
"382","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"MAIDIL",-0.0477386934673366,-0.0969361951323378
"383","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"TOLMEN",-0.491923641703378,-0.303840725057574
"384","MB","MB-1-2",48.847989,-121.903299,526,"open",7.6,1989,"CARSTI",-0.419115700291236,0.958321483868929
"385","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"ABIGRA",-0.644758735440932,1.35152776463911
"386","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"PICSIT",-0.375,0.119397633560416
"387","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"PINPON",-0.499999999999999,0.869724957901722
"388","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"MAHNER",-0.639231824417009,-0.0158347315436236
"389","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"RUBURS",-1.07958251793868,0.111374679573019
"390","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"SAMCER",-0.469879518072289,1.0299658722011
"391","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"SORSIT",0.473814229249013,-0.171115668898262
"392","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"VACPAR",-0.590344337948172,-0.16714454376792
"393","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"ERILAN",-0.259842519685039,0.444202382164309
"394","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"MAIDIL",-0.148241206030151,0.0102481744052966
"395","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"TOLMEN",-0.609397944199706,-0.191664809449521
"396","MB","MB-2-1",48.833294,-121.906649,672,"closed",7.2,2140,"CARSTI",-0.503839025681758,1.14917685720605
"397","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"ABIGRA",-0.644758735440932,1.34244631539117
"398","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"PICSIT",-0.375,0.115095016134815
"399","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"PINPON",-0.499999999999999,0.863601571669135
"400","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"MAHNER",-0.639231824417009,-0.0200293624161068
"401","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"RUBURS",-1.07958251793868,0.106783487010751
"402","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"SAMCER",-0.469879518072289,1.02330678948975
"403","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"SORSIT",0.473814229249013,-0.174830695406524
"404","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"VACPAR",-0.590344337948172,-0.170824452996826
"405","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"ERILAN",-0.259842519685039,0.439315891275578
"406","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"MAIDIL",-0.148241206030151,0.00598919283426481
"407","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"TOLMEN",-0.609397944199706,-0.196122130599509
"408","MB","MB-2-2",48.833462,-121.90644,681,"open",7.2,2134,"CARSTI",-0.503839025681758,1.14159319998736
"409","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"ABIGRA",-0.811148086522462,1.71175858480749
"410","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"PICSIT",-0.526515151515151,0.290068124775905
"411","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"PINPON",-0.595969289827255,1.11261927846099
"412","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"MAHNER",-0.776406035665295,0.150552293064878
"413","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"RUBURS",-1.21004566210046,0.293491984542985
"414","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"SAMCER",-0.590361445783132,1.29410948641825
"415","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"SORSIT",0.375000000000001,-0.0237529507371999
"416","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"VACPAR",-0.732339368122116,-0.0211748110213282
"417","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"ERILAN",-0.338582677165354,0.638033187417286
"418","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"MAIDIL",-0.273869346733668,0.179187776722893
"419","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"TOLMEN",-0.756240822320118,-0.0148577371666292
"420","MB","MB-3-1",48.822705,-121.907131,825,"closed",6.7,2378,"CARSTI",-0.60974318241991,1.44999526021424
"421","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"ABIGRA",-0.811148086522462,1.70873143505818
"422","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"PICSIT",-0.526515151515151,0.288633918967372
"423","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"PINPON",-0.595969289827255,1.1105781497168
"424","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"MAHNER",-0.776406035665295,0.14915408277405
"425","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"RUBURS",-1.21004566210046,0.291961587022229
"426","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"SAMCER",-0.590361445783132,1.29188979218113
"427","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"SORSIT",0.375000000000001,-0.0249912929066205
"428","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"VACPAR",-0.732339368122116,-0.0224014474309634
"429","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"ERILAN",-0.338582677165354,0.636404357121043
"430","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"MAIDIL",-0.273869346733668,0.177768116199215
"431","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"TOLMEN",-0.756240822320118,-0.0163435108832921
"432","MB","MB-3-2",48.8228,-121.907262,824,"open",6.7,2376,"CARSTI",-0.60974318241991,1.44746737447467
"433","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"ABIGRA",-1.0108153078203,2.11891022609025
"434","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"PICSIT",-0.708333333333333,0.482968806023664
"435","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"PINPON",-0.711132437619961,1.38715109455529
"436","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"MAHNER",-0.941015089163237,0.338611577181209
"437","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"RUBURS",-1.36660143509459,0.499330451084669
"438","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"SAMCER",-0.734939759036145,1.59265836131073
"439","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"SORSIT",0.256422924901187,0.142804071049883
"440","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"VACPAR",-0.902733404330849,0.14380778607461
"441","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"ERILAN",-0.433070866141732,0.857110862262039
"442","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"MAIDIL",-0.424623115577889,0.370132117157487
"443","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"TOLMEN",-0.932452276064611,0.184978827724538
"444","MB","MB-4-1",48.81475,-121.894612,963,"closed",6.1,2647,"CARSTI",-0.736828170505692,1.78999589218567
"445","MB","MB-4-2",48.814636,-121.89473,977,"open",6.1,2652,"ABIGRA",-1.0108153078203,2.12647810046353
"446","MB","MB-4-2",48.814636,-121.89473,977,"open",6.1,2652,"PICSIT",-0.708333333333333,0.486554320544998
"447","MB","MB-4-2",48.814636,-121.89473,977,"open",6.1,2652,"PINPON",-0.711132437619961,1.39225391641578
"448","MB","MB-4-2",48.814636,-121.89473,977,"open",6.1,2652,"MAHNER",-0.941015089163237,0.342107102908278
"449","MB","MB-4-2",48.814636,-121.89473,977,"open",6.1,2652,"RUBURS",-1.36660143509459,0.503156444886559
"450","MB","MB-4-2",48.814636,-121.89473,977,"open",6.1,2652,"SAMCER",-0.734939759036145,1.59820759690353
"451","MB","MB-4-2",48.814636,-121.89473,977,"open",6.1,2652,"SORSIT",0.256422924901187,0.145899926473434
"452","MB","MB-4-2",48.814636,-121.89473,977,"open",6.1,2652,"VACPAR",-0.902733404330849,0.146874377098698
